timestamp,speed,network_activity,buffer_health,resolution
2023-11-30 01:03:02,803 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:03,803 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:04,803 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:05,803 Kbps,1 KB,0.00 s,3840x2160@24
2023-11-30 01:03:06,803 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:07,803 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:08,803 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:09,803 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:11,803 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:12,803 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:13,803 Kbps,1 KB,0.00 s,3840x2160@24
2023-11-30 01:03:14,806 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:15,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:16,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:17,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:18,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:19,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:21,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:22,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:23,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:24,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:25,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:26,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:27,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:28,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:30,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:31,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:32,349 Kbps,0 KB,0.00 s,3840x2160@24
2023-11-30 01:03:33,349 Kbps,0 KB,0.00 s,3840x2160@24
